repo,pr_number,text,label,subcategory
bellard/quickjs,239,Interesting approach with a Makefile test run on the fly.,Constructive Positive,Clarity & Context
bellard/quickjs,239,> Interesting approach with a Makefile test run on the fly.,Constructive Positive,Clarity & Context
bellard/quickjs,239,There is still a problem: you should avoid closing the handle for the directory structure:,Constructive Positive,Clarity & Context
bellard/quickjs,239,> There is still a problem: you should avoid closing the handle for the directory structure:,Constructive Positive,Clarity & Context
bellard/quickjs,239,@chqrlie : can you approve the workflow ?,Constructive Positive,Actionable Feedback
bellard/quickjs,239,Can we merge this one or does it need extra refactoring ?,Constructive Positive,Clarity & Context
bellard/quickjs,239,@chqrlie : can we merge this one ?,Constructive Positive,Clarity & Context
bellard/quickjs,239,> @chqrlie : can we merge this one ?,Constructive Positive,Clarity & Context
bellard/quickjs,239,> > @chqrlie : can we merge this one ?,Constructive Positive,Clarity & Context
bellard/quickjs,239,> What would be the adverse side effect of merging this PR @chqrlie ?,Constructive Positive,Clarity & Context
bellard/quickjs,239,> > What would be the adverse side effect of merging this PR @chqrlie ?,Constructive Positive,Clarity & Context
bellard/quickjs,239,"> For the record, initial PR had no such pb",Constructive Positive,Clarity & Context
bellard/quickjs,239,"> > For the record, initial PR had no such pb",Constructive Positive,Clarity & Context
bellard/quickjs,239,on quickjs-libc.c:1,Constructive Negative,Vague Feedback
bellard/quickjs,239,on quickjs-libc.c:1,Constructive Negative,Vague Feedback
bellard/quickjs,239,on quickjs-libc.c:57,Constructive Negative,Vague Feedback
bellard/quickjs,239,on Makefile:1,Constructive Negative,Vague Feedback
bellard/quickjs,239,on quickjs-libc.c:82,Constructive Negative,Vague Feedback
bellard/quickjs,239,on quickjs-libc.c:57,Constructive Negative,Vague Feedback
bellard/quickjs,239,on Makefile:1,Constructive Negative,Vague Feedback
bellard/quickjs,239,on Makefile:1,Constructive Negative,Vague Feedback
bellard/quickjs,239,on quickjs-libc.c:57,Constructive Negative,Vague Feedback
bellard/quickjs,209,why not using closefrom when available?,Constructive Positive,Clarity & Context
bellard/quickjs,209,"is available on some BSD and Solaris platforms, such as FreeBSD and OpenBSD, but not on macOS.",Constructive Positive,Clarity & Context
bellard/quickjs,209,"I agree using would be better but even on linux, it's not supported everywhere . What do you think would be the best way to detect support for on linux ?",Constructive Positive,Clarity & Context
bellard/quickjs,209,ifdef FreeBSD or OpenBSD or GLIBC?,Constructive Positive,Clarity & Context
bellard/quickjs,209,What do you think of instead of current PR ?,Constructive Positive,Clarity & Context
bellard/quickjs,209,is definitely the correct way to handle this on systems that support it.,Constructive Positive,Clarity & Context
bellard/quickjs,209,My approach is to use the flag on all relevant file descriptors instead so that I don't have to close anything when forking in order to exec another process. Of course it requires the developer to do so everywhere in the process that embeds quickjs + quickjs-libc if that approach should work.,Constructive Positive,Clarity & Context
bellard/quickjs,209,"I run a very simple benchmark which calls 100 times. While it might seem irrelevant, it reflects the scenario where QuickJS is used to wrap some existing binaries",Constructive Positive,Clarity & Context
bellard/quickjs,209,"I updated to extract the */proc* fallback in a separate function. We will still use on BSD and fallback to the method under linux. This is a quick-win imho, until we find a good way to identify support on linux",Constructive Positive,Clarity & Context
bellard/quickjs,209,Closing in favor of,Constructive Positive,Clarity & Context
bellard/quickjs,203,Patch sent to ( PR is opened for convenience. Will close if ML patch merges.,Constructive Positive,Clarity & Context
bellard/quickjs,196,> Pull requests are not accepted. Use the mailing list to submit patches.,Constructive Positive,Clarity & Context
bellard/quickjs,196,"In addition to using the mailing list, I believe a cast instead would save some memory stack, along with saving having to hard-code the value...",Constructive Positive,Clarity & Context
bellard/quickjs,196,I investigated this and the fix is not as easy as using an explicit cast:,Constructive Positive,Clarity & Context
bellard/quickjs,196,Actually there is a much simpler option:,Constructive Positive,Clarity & Context
bellard/quickjs,196,fixed,Constructive Negative,Vague Feedback
bellard/quickjs,184,> Pull requests are not accepted. Use the mailing list to submit patches.,Constructive Positive,Clarity & Context
bellard/quickjs,184,But I think that's a good idea to also post it here so other people can see it in an easy to use way.,Constructive Positive,Clarity & Context
bellard/quickjs,184,This pull request has better/complete implementation than this one.,Constructive Positive,Clarity & Context
bellard/quickjs,182,Noting that this was merged into quickjs-ng,Constructive Positive,Clarity & Context
bellard/quickjs,182,The patch had been sent to the mailing list previously and has now been merged to master here as well:,Constructive Positive,Clarity & Context
bellard/quickjs,182,Closing as merged,Constructive Negative,Vague Feedback
bellard/quickjs,182,@nickva thanks for getting this addressed and fixed!,Constructive Positive,Clarity & Context
bellard/quickjs,171,good catch,Constructive Negative,Vague Feedback
bellard/quickjs,165,Is there a chance to get this merged? I would need these kind of changes for,Constructive Positive,Clarity & Context
bellard/quickjs,165,@humenda The maintainer doesn t accept GitHub PRs; patches are to be sent to the mailing list.,Constructive Positive,Clarity & Context
bellard/quickjs,165,@FGasper Thanks. There's no hint in the README nor in the docs (probably on,Constructive Positive,Clarity & Context
bellard/quickjs,165,@humenda I was actually just proposing those names; I had no idea that QuickyJS actually exists. :),Constructive Positive,Clarity & Context
bellard/quickjs,165,@humenda I was actually just proposing those names; I had no idea that QuickyJS actually exists. :),Constructive Positive,Clarity & Context
bellard/quickjs,165,@humenda I was actually just proposing those names; I had no idea that QuickyJS actually exists. :),Constructive Positive,Clarity & Context
bellard/quickjs,165,Great to see progresss :). I've rebased my PR and would appreciate if it could,Constructive Positive,Constructive Tone
bellard/quickjs,165,applied,Constructive Negative,Vague Feedback
bellard/quickjs,165,Thanks!,Constructive Negative,Shallow / Unhelpful
bellard/quickjs,148,,Constructive Negative,Vague Feedback
bellard/quickjs,148,"Hi,",Constructive Negative,Vague Feedback
bellard/quickjs,143,@bellard can this be merged now,Constructive Positive,Clarity & Context
bellard/quickjs,143,No. Your patch is too complicated and does not correctly handle optimisations. It is much simpler and efficient to combine the line and the column numbers in OP_line_num with | col_num). Your tests could be useful though.,Constructive Positive,Clarity & Context
bellard/quickjs,143,@ErosZy would you be able to update the PR,Constructive Positive,Clarity & Context
bellard/quickjs,143,"@bellard @richarddd Sorry, I'm a bit confused because a may have multiple . How should this be merged into ? A common scenario is when code is compressed into a single line but has many columns.",Constructive Positive,Clarity & Context
bellard/quickjs,143,"> @bellard @richarddd Sorry, I'm a bit confused because a may have multiple . How should this be merged into ? A common scenario is when code is compressed into a single line but has many columns.",Constructive Positive,Clarity & Context
bellard/quickjs,143,column numbers are now supported,Constructive Positive,Clarity & Context
bellard/quickjs,117,"I fixed it in my project dependency. but it is not the best solution, Those interested can check the details:",Constructive Positive,Clarity & Context
bellard/quickjs,107,It says,Constructive Negative,Vague Feedback
bellard/quickjs,102,> Public repository of the QuickJS Javascript Engine. Pull requests are not accepted. Use the ( to submit patches.,Constructive Positive,Clarity & Context
bellard/quickjs,102,I am not sure the patch is really needed. Without a precise example I won't look at it.,Constructive Positive,Clarity & Context
bellard/quickjs,102,QQ,Constructive Negative,Vague Feedback
bellard/quickjs,84,The file supports to accomplish what you want...,Constructive Positive,Clarity & Context
bellard/quickjs,60,I also sent a patch file to the mailing list,Constructive Positive,Clarity & Context
bellard/quickjs,60,good idea,Constructive Negative,Vague Feedback
bellard/quickjs,58,applied,Constructive Negative,Vague Feedback
bellard/quickjs,56,This solution has no chance to work.,Constructive Positive,Clarity & Context
bellard/quickjs,56,"In retrospect I think I can see that stuff like longjmp would break this. Thanks, and looking forward to the fix.",Constructive Positive,Clarity & Context
bellard/quickjs,51,!(,Constructive Negative,Vague Feedback
bellard/quickjs,51,"FYI, you can get the patch file by adding .patch to a pull req, eg.",Constructive Positive,Clarity & Context
bellard/quickjs,51,"Patches containing cosmetics have little chance of being accepted. Moreover, there are licensing issues with at least one file.",Constructive Positive,Clarity & Context
bellard/quickjs,49,"I'd love to see this upstream, but FYI: you have to send your patch to the mailing list here:",Constructive Positive,Clarity & Context
bellard/quickjs,49,"Ah, I see you already did so.",Constructive Positive,Clarity & Context
bellard/quickjs,49,And I also see you added a CMake config.,Constructive Positive,Clarity & Context
bellard/quickjs,49,"I've inadvertently done the same work in my own pull request... Needless to say that I fully endorse this one, as it seems to be cleaner and better tested!",Constructive Positive,Clarity & Context
bellard/quickjs,49,"FYI, you can get the patch file by adding .patch to a pull req, eg.",Constructive Positive,Clarity & Context
bellard/quickjs,40,!(,Constructive Negative,Vague Feedback
bellard/quickjs,40,Well then I guess it will be stuck here forever then.,Constructive Positive,Clarity & Context
bellard/quickjs,40,:(,Constructive Negative,Vague Feedback
bellard/quickjs,40,> Well then I guess it will be stuck here forever then.,Constructive Positive,Clarity & Context
bellard/quickjs,40,CMake won't be accepted in QuickJS.,Constructive Positive,Clarity & Context
bellard/quickjs,40,> CMake won't be accepted in QuickJS.,Constructive Positive,Clarity & Context
bellard/quickjs,40,Is *anything* being merged to QuickJS nowadays?,Constructive Positive,Clarity & Context
bellard/quickjs,40,"Hello,",Constructive Negative,Vague Feedback
bellard/quickjs,40,@chqrlie does that mean GitHub PRs are now accepted? The repo s metadata still says to send them to the mailing list.,Constructive Positive,Clarity & Context
bellard/quickjs,35,!(,Constructive Negative,Vague Feedback
bellard/quickjs,35,"FYI, you can get the patch file by adding .patch to a pull req, eg.",Constructive Positive,Clarity & Context
bellard/quickjs,35,This is exactly the functionality I needed for a project! Could I submit this to the mailing list and credit you as the author?,Constructive Positive,Clarity & Context
bellard/quickjs,35,> This is exactly the functionality I needed for a project! Could I submit this to the mailing list and credit you as the author?,Constructive Positive,Clarity & Context
bellard/quickjs,35,What's the status of this?,Constructive Positive,Clarity & Context
bellard/quickjs,35,done,Constructive Negative,Vague Feedback
bellard/quickjs,15,"This is great, but the project isn't accepting pull requests from GitHub. It's best to submit this via the quickjs-devel mailing list.",Constructive Positive,Constructive Tone
marp-team/marp,590,"Fwiw, the test seems to consistently fail. it looks like someone needs to update dependencies. I decided that was far outside the scope of the PR, so I didn't touch it.",Constructive Positive,Code Consistency
marp-team/marp,590,I'm working on creating the brand new website with the latest dependencies instead of improving that.,Constructive Positive,Clarity & Context
marp-team/marp,590,disclaimer: I'm using tooling to identify things to fix. I'm not including references to it because I'm making too many PRs and I don't want to be accused of advertising it.,Constructive Positive,Clarity & Context
marp-team/marp,450,#,Constructive Negative,Vague Feedback
marp-team/marp,450,#,Constructive Negative,Vague Feedback
marp-team/marp,447,#,Constructive Negative,Vague Feedback
marp-team/marp,447,#,Constructive Negative,Vague Feedback
marp-team/marp,426,#,Constructive Negative,Vague Feedback
marp-team/marp,426,#,Constructive Negative,Vague Feedback
marp-team/marp,418,#,Constructive Negative,Vague Feedback
marp-team/marp,418,#,Constructive Negative,Vague Feedback
marp-team/marp,403,#,Constructive Negative,Vague Feedback
marp-team/marp,403,#,Constructive Negative,Vague Feedback
marp-team/marp,397,#,Constructive Negative,Vague Feedback
marp-team/marp,397,#,Constructive Negative,Vague Feedback
marp-team/marp,376,#,Constructive Negative,Vague Feedback
marp-team/marp,376,#,Constructive Negative,Vague Feedback
marp-team/marp,366,Thanks,Constructive Negative,Shallow / Unhelpful
marp-team/marp,347,#,Constructive Negative,Vague Feedback
marp-team/marp,347,#,Constructive Negative,Vague Feedback
marp-team/marp,335,#,Constructive Negative,Vague Feedback
marp-team/marp,335,#,Constructive Negative,Vague Feedback
marp-team/marp,333,#,Constructive Negative,Vague Feedback
marp-team/marp,333,#,Constructive Negative,Vague Feedback
marp-team/marp,331,#,Constructive Negative,Vague Feedback
marp-team/marp,331,#,Constructive Negative,Vague Feedback
marp-team/marp,317,#,Constructive Negative,Vague Feedback
marp-team/marp,317,#,Constructive Negative,Vague Feedback
marp-team/marp,314,on .gitignore:1,Constructive Negative,Vague Feedback
marp-team/marp,314,on .gitignore:1,Constructive Negative,Vague Feedback
marp-team/marp,305,#,Constructive Negative,Vague Feedback
marp-team/marp,305,#,Constructive Negative,Vague Feedback
marp-team/marp,297,#,Constructive Negative,Vague Feedback
marp-team/marp,297,#,Constructive Negative,Vague Feedback
marp-team/marp,294,#,Constructive Negative,Vague Feedback
marp-team/marp,294,#,Constructive Negative,Vague Feedback
marp-team/marp,293,Thanks!!,Constructive Negative,Vague Feedback
marp-team/marp,292,#,Constructive Negative,Vague Feedback
marp-team/marp,292,#,Constructive Negative,Vague Feedback
marp-team/marp,286,#,Constructive Negative,Vague Feedback
marp-team/marp,286,#,Constructive Negative,Vague Feedback
marp-team/marp,271,#,Constructive Negative,Vague Feedback
marp-team/marp,271,#,Constructive Negative,Vague Feedback
marp-team/marp,258,#,Constructive Negative,Vague Feedback
marp-team/marp,258,#,Constructive Negative,Vague Feedback
marp-team/marp,253,#,Constructive Negative,Vague Feedback
marp-team/marp,253,#,Constructive Negative,Vague Feedback
marp-team/marp,252,#,Constructive Negative,Vague Feedback
marp-team/marp,252,#,Constructive Negative,Vague Feedback
marp-team/marp,248,#,Constructive Negative,Vague Feedback
marp-team/marp,248,#,Constructive Negative,Vague Feedback
marp-team/marp,235,Tailwind CSS v3 may have some bugs about :,Constructive Positive,Risk Awareness
marp-team/marp,229,#,Constructive Negative,Vague Feedback
marp-team/marp,229,#,Constructive Negative,Vague Feedback
marp-team/marp,218,#,Constructive Negative,Vague Feedback
marp-team/marp,218,#,Constructive Negative,Vague Feedback
marp-team/marp,202,#,Constructive Negative,Vague Feedback
marp-team/marp,202,#,Constructive Negative,Vague Feedback
marp-team/marp,157,#,Constructive Negative,Vague Feedback
marp-team/marp,157,#,Constructive Negative,Vague Feedback
marp-team/marp,144,#,Constructive Negative,Vague Feedback
marp-team/marp,144,#,Constructive Negative,Vague Feedback
marp-team/marp,143,"By this update, A component sometime gets strange rendering.",Constructive Positive,Clarity & Context
marp-team/marp,142,I don't have permissions to view why the checks failed on Netlify. @yhatt,Constructive Positive,Clarity & Context
marp-team/marp,142,,Constructive Negative,Vague Feedback
marp-team/marp,142,@yhatt Fixed!,Constructive Negative,Vague Feedback
marp-team/marp,142,"Thank you so much, @Nezteb!",Constructive Positive,Clarity & Context
marp-team/marp,142,"@yhatt Alright, I made the two descriptions consistent!",Constructive Positive,Code Consistency
marp-team/marp,142,on website/components/top/Description.tsx:1,Constructive Negative,Vague Feedback
marp-team/marp,142,on website/components/top/Features.tsx:1,Constructive Negative,Vague Feedback
marp-team/marp,142,on website/components/top/Features.tsx:1,Constructive Negative,Vague Feedback
marp-team/marp,142,on website/components/top/GetStarted.tsx:1,Constructive Negative,Vague Feedback
marp-team/marp,140,"@yhatt Not sure if this would be helpful, but I thought it might be good to do a proofread of all the documentation to clean up typos and make the documentation a bit easier to use. I did one page as an example. Let me know if you'd prefer to do this yourself or you don't think this is helpful to the project.",Constructive Positive,Clarity & Context
marp-team/marp,140,Thanks for your contribution :heart_eyes:,Constructive Positive,Clarity & Context
marp-team/marp,140,Preview:,Constructive Negative,Vague Feedback
marp-team/marp,140,Happy to help. I'll slowly work my through the existing docs and will mark this for review once I've gone through all of them.,Constructive Positive,Clarity & Context
marp-team/marp,140,"@zhangchuck Marp team is planning to change the structure of documentation about image syntax from Marpit framework drastically. By containing 2e981bc, this PR may bloat and late to merge. Please consider to revert updates for and split into another pull request.",Constructive Positive,Actionable Feedback
marp-team/marp,140,"Okay, I've reverted those changes back to the original file .",Constructive Positive,Clarity & Context
marp-team/marp,140,,Constructive Negative,Vague Feedback
marp-team/marp,140,"Not familiar with the Node ecosystem. I ended up installing and running , i.e",Constructive Positive,Clarity & Context
marp-team/marp,140,on website/docs/guide/directives.md:1,Unhelpful Positive,Code Consistency
marp-team/marp,140,on website/docs/introduction/install.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/introduction/whats-marp.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/introduction/whats-marp.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/introduction/whats-marp.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/introduction/install.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/guide/fragmented-list.md:1,Unhelpful Positive,Code Consistency
marp-team/marp,140,on website/docs/introduction/install.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/introduction/install.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/introduction/install.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/introduction/install.md:1,Constructive Negative,Vague Feedback
marp-team/marp,140,on website/docs/guide/fragmented-list.md:1,Unhelpful Positive,Code Consistency
marp-team/marp,137,#,Constructive Negative,Vague Feedback
marp-team/marp,137,#,Constructive Negative,Vague Feedback
marp-team/marp,125,#,Constructive Negative,Vague Feedback
marp-team/marp,125,#,Constructive Negative,Vague Feedback
marp-team/marp,114,#,Constructive Negative,Vague Feedback
marp-team/marp,114,#,Constructive Negative,Vague Feedback
marp-team/marp,112,#,Constructive Negative,Vague Feedback
marp-team/marp,112,#,Constructive Negative,Vague Feedback
marp-team/marp,97,#,Constructive Negative,Vague Feedback
marp-team/marp,97,#,Constructive Negative,Vague Feedback
marp-team/marp,94,#,Constructive Negative,Vague Feedback
marp-team/marp,94,#,Constructive Negative,Vague Feedback
marp-team/marp,84,#,Constructive Negative,Vague Feedback
marp-team/marp,84,#,Constructive Negative,Vague Feedback
marp-team/marp,81,#,Constructive Negative,Vague Feedback
marp-team/marp,81,#,Constructive Negative,Vague Feedback
marp-team/marp,75,#,Constructive Negative,Vague Feedback
marp-team/marp,75,#,Constructive Negative,Vague Feedback
marp-team/marp,74,#,Constructive Negative,Vague Feedback
marp-team/marp,74,#,Constructive Negative,Vague Feedback
marp-team/marp,58,Font optimization seems not to be working even if using the latest. Marp website fallbacks the request of fonts into Google Fonts.,Constructive Positive,Clarity & Context
marp-team/marp,54,#,Constructive Negative,Vague Feedback
marp-team/marp,54,#,Constructive Negative,Vague Feedback
marp-team/marp,52,Not loading font resources yet :(,Constructive Positive,Clarity & Context
marp-team/marp,52,I've updated Next.js to v10.0.4-canary.2. This version is making font optimization as default so we have not to mark an experimental option:,Constructive Positive,Clarity & Context
marp-team/marp,51,#,Constructive Negative,Vague Feedback
marp-team/marp,51,#,Constructive Negative,Vague Feedback
marp-team/marp,39,#,Constructive Negative,Vague Feedback
marp-team/marp,39,#,Constructive Negative,Vague Feedback
marp-team/marp,35,#,Constructive Negative,Vague Feedback
marp-team/marp,35,#,Constructive Negative,Vague Feedback
marp-team/marp,32,Marp Web is a very interesting project! The possibility to use an external theme could make it even better !,Constructive Positive,Clarity & Context
marp-team/marp,32,"Currently, Marp team is only me despite many projects. I have no time to maintain some in-development projects because I'm busy with 4+ stable Marp projects and business work unrelated to Marp!",Constructive Positive,Clarity & Context
marp-team/marp,27,"The vulnerability due to still remains, but it cannot fix becuase the locked version by and -> is v0.x.",Constructive Positive,Clarity & Context
marp-team/marp,26,#,Constructive Negative,Vague Feedback
marp-team/marp,26,#,Constructive Negative,Vague Feedback
marp-team/marp,19,Thanks. Checks look like failing but I'll take care of that.,Constructive Positive,Clarity & Context
marp-team/marp,16,This PR was taken over by #21.,Constructive Positive,Clarity & Context
marp-team/marp,1,"For better package management, we are considering to migrate from monorepo to a ( The each planning repos have independency for target architectures. So we would re-create PR to that repo.",Constructive Positive,Actionable Feedback
lua/lua,41,_**Added previous title in 1st line cause why not **_,Constructive Positive,Clarity & Context
lua/lua,40,miss,Constructive Negative,Vague Feedback
lua/lua,39,> Please DO NOT send pull requests or any other stuff. All communication should be through the Lua mailing list,Constructive Positive,Clarity & Context
lua/lua,38,"They say ***""Do not send pull requests.""***.",Constructive Positive,Clarity & Context
lua/lua,38,"Here's a quick way to apply a GH diff, would the team be open to that?",Constructive Positive,Clarity & Context
lua/lua,38,I don't know. But you can send the patch to their mailing list.,Constructive Positive,Clarity & Context
lua/lua,34,Please DO NOT send pull requests or any other stuff. All communication should be through the Lua mailing list,Constructive Positive,Clarity & Context
lua/lua,32,"> The Lua development repository, as seen by the Lua team. Mirrored irregularly. Please DO NOT send pull requests. Report issues in the Lua mailing list",Constructive Positive,Clarity & Context
lua/lua,32,Can't I try to contribute in some way to the growth of the language?,Constructive Positive,Clarity & Context
lua/lua,28,,Constructive Negative,Vague Feedback
lua/lua,27,!(,Constructive Negative,Vague Feedback
lua/lua,27,"Maybe also add a Pull Request template that states as such explicitly again, because I'm starting to doubt that many read either of those.",Constructive Positive,Actionable Feedback
lua/lua,27,"As a second option , you can use GH Actions to auto-close PRs. See for instance Not that there's particularly high volume here, so the work reduced by automating it is minimal, but still saves some time.",Constructive Positive,Clarity & Context
lua/lua,26,This repo isn't currently used for discussing issues or patches. The correct place to send this is the (,Constructive Positive,Clarity & Context
lua/lua,25,This repository does not accept pull requests. Please use the mailing list,Constructive Positive,Clarity & Context
lua/lua,24,This repository is not the place for a dockerfile. Please do discuss on the mailing list; see for more information on the list.,Constructive Positive,Clarity & Context
lua/lua,23,"Sorry, this was intended for my repository.",Constructive Positive,Clarity & Context
lua/lua,21,I did not know about the mailing list. Sorry.,Constructive Positive,Clarity & Context
lua/lua,19,This repo is just a mirror. The correct place to report issues in the code is the (,Constructive Positive,Clarity & Context
lua/lua,19,Understood,Constructive Negative,Vague Feedback
lua/lua,18,This repo is a mirror. The is the correct place to propose changes to the code.,Constructive Positive,Clarity & Context
lua/lua,18,,Constructive Negative,Vague Feedback
lua/lua,18,Fair enough. Mailing list it is.,Constructive Positive,Clarity & Context
lua/lua,17,Please do not send PRs here.,Constructive Positive,Clarity & Context
lua/lua,16,Tags and branches in general a bit lacking behind,Constructive Positive,Clarity & Context
lua/lua,16,Please contact us via the lua mailing list.,Constructive Positive,Clarity & Context
lua/lua,14,This repo is just a mirror of the Lua code -- no development or issue tracking is done here. The ( is the correct place to report bugs.,Constructive Positive,Risk Awareness
lua/lua,13,This repo is just a mirror of the Lua code -- no development or issue tracking is done here. The ( is the correct place to report bugs.,Constructive Positive,Risk Awareness
lua/lua,12,Patches are not accepted here. Please post your patch to the lua mailing list for discussion.,Constructive Positive,Clarity & Context
lua/lua,12,"ok, thanks",Constructive Negative,Vague Feedback
lua/lua,12,@daurnimator I think you can disable PR in github's settings,Constructive Positive,Clarity & Context
lua/lua,12,> @daurnimator I think you can disable PR in github's settings,Constructive Positive,Clarity & Context
lua/lua,10,"You will most likely have more success in getting this added by using the lua mailing list,",Constructive Positive,Clarity & Context
lua/lua,10,I will do that. Thank you for the prompt response.,Constructive Positive,Clarity & Context
lua/lua,9,"Can't find it here but is meant for C++ inclusion. The problem with using is that lua should be able to compile as valid C++. If a programmer wants to link a C++ source with a lua library compiled by a C compiler, then your solution works perfectly. But it won't allow a programmer to link a C++ source with lua compiled by a C++ compiler.",Constructive Positive,Clarity & Context
lua/lua,9,Forgot to mention that resolves the issue by allowing the programmer to decide the type of linkage he/she desires.,Constructive Positive,Clarity & Context
lua/lua,9,"As @isaach1000 mentioned, the lua distribution ships with a lua.hpp that should solve your issue.",Constructive Positive,Clarity & Context
lua/lua,9,Thanks for the help and explanation.,Constructive Positive,Clarity & Context
lua/lua,8,This repo is just an unofficial git mirror of Lua releases. No actual development happens here. The ( is the correct place to send patches.,Constructive Positive,Clarity & Context
lua/lua,6,"Thanks for the PR, but this repo is just an unofficial git history of the official Lua ( Each commit is intended to _exactly_ mirror a Lua release. If I accepted changes here it'd effectively become a fork and I have no intention of maintaining a fork of Lua.",Constructive Positive,Clarity & Context
lua/lua,6,"@craigbarnes, thanks for the info. It seemed like an official repository.",Constructive Positive,Clarity & Context
lua/lua,6,"Usually the ( is the right place to suggest changes. I recommend searching the archives first though, to check if anything similar was already suggested/answered.",Constructive Positive,Actionable Feedback
lua/lua,4,"I hope there will be also branches of it, there are still people using 5.0 and 5.1.",Constructive Positive,Clarity & Context
lua/lua,4,@neico You mean branches for diverging minor releases? Or something else?,Constructive Positive,Clarity & Context
lua/lua,4,"well we already have a branch for 5.2, so we'd need at least one for 5.1 and 5.3 once it's out.",Constructive Positive,Clarity & Context
lua/lua,4,"Oh, that branch was from before this pull request was merged. I've just deleted it, since it's no longer relevant with this new history.",Constructive Positive,Clarity & Context
lua/lua,4,"Well branches are important for different milestones, and 5.1 differs heavily from 5.2 , and 5.3 might be the next big change that developers will not use for a while, so until those versions are officially unsupported or the majority actually moves to the newer ones I'd suggest keeping branches of them",Constructive Positive,Actionable Feedback
lua/lua,4,"Hmm, maybe we can tag each release?",Constructive Positive,Actionable Feedback
lua/lua,4,> Well branches are important for different milestones,Constructive Positive,Clarity & Context
lua/lua,4,I was going to post an issue asking for tags for each release :),Constructive Positive,Clarity & Context
lua/lua,4,Missed some e.g. 5.1.4,Constructive Positive,Clarity & Context
lua/lua,4,"I've just pushed a new history, as generated by",Constructive Positive,Clarity & Context
lua/lua,4,"@craigbarnes, cool!",Constructive Negative,Vague Feedback
macfuse/macfuse,757,"Without some more context, I'm not sure what your intention is.",Constructive Positive,Clarity & Context
macfuse/macfuse,757,What exactly did you open the pull request for?,Constructive Positive,Clarity & Context
macfuse/macfuse,757,"Your commits do not make much sense in the context of the upstream version and they are breaking the build mechanism. Also, you are mixing commits from the unstable master branch with the stable support/osxfuse-3 branch. I'm not sure what you are trying to accomplish, but without a reply I'm closing the pull request.",Constructive Positive,Clarity & Context
macfuse/macfuse,410,I guess your solution is breaking forks,Constructive Positive,Clarity & Context
macfuse/macfuse,410,"@pmalhaire is correct. Right now forking the osxfuse main repository requires you to fork all submodule repositories as well. On the other hand, using the full repository paths for the submodules could make it more difficult to create pull requests, because you would need to alter the .gitmodules file, when forking the main repository and at least one submodule. I don't think there is an ideal solution.",Constructive Positive,Clarity & Context
macfuse/macfuse,379,This is not going to happen. The master branch will eventually become version 4.0,Constructive Positive,Clarity & Context
macfuse/macfuse,355,Not sure why you opened the pull request. Master is a work in progress and will certainly not be merged in the osxfuse-3 support branch.,Constructive Positive,Clarity & Context
macfuse/macfuse,219,Thanks!,Constructive Negative,Shallow / Unhelpful
macfuse/macfuse,191,"I've now fixed a bug in 6ced858, fixed an unrelated bug in the build system, and added an xDS_Store file with the ""master"" version of the window parameters.",Constructive Positive,Risk Awareness
macfuse/macfuse,191,"The release target is not intended to be used by the general public. No one is stopping you to do so, of course, but as you noticed the build will fail.",Constructive Positive,Clarity & Context
macfuse/macfuse,191,"The key issue does, however, complicate testing of changes to release.sh. :-)",Constructive Positive,Clarity & Context
macfuse/macfuse,191,"A lot has changed between osxfuse-2 and master. While you can technically build osxfuse-2 with Xcode 4.3 on 10.7 for 10.6 it might not be a good idea to do so. osxfuse 2.7.4 was built using Xcode 3.2.6 and 6.1.1. osxfuse 3 will be built using Xcode 3.2.6, 4.6.3, and 6.1.1 . Everything else is basically untested, at least by me.",Constructive Positive,Clarity & Context
macfuse/macfuse,191,Something that isn't a good idea shouldn't be the default choice just because a particular version of Xcode is present. :-),Constructive Positive,Clarity & Context
macfuse/macfuse,191,"Are the ""issues with kernel extensions built for 10.6 using llvm-gcc"" something subtle? I tried my build on 10.6, and it passed a simple ""smoke test"" with sshfs, though of course that's not a thorough test. This was built with the Xcode 4.3.3 version of llvm-gcc-4.2, which might not be identical to the one in Xcode 3.2.6, in spite of the version match.",Constructive Positive,Clarity & Context
macfuse/macfuse,191,"I just force-pushed the updated branch, replacing the previous 6 commits with 4 new ones. I left out the ""compiler selection fix"", though there's still an issue there.",Constructive Positive,Clarity & Context
macfuse/macfuse,191,I spend some time looking into llvm-gcc situation for Mac OS X 10.6 builds:,Constructive Positive,Clarity & Context
macfuse/macfuse,191,Thanks again for your work.,Constructive Positive,Clarity & Context
macfuse/macfuse,191,"I've now determined conclusively that the same nominal compiler version can produce different results as a function of which Xcode version it came from, so if this sort of thing is an issue, it really needs to tie to the combination of Xcode version and compiler version, rather than expecting the compiler version alone to uniquely determine the behavior.",Constructive Positive,Clarity & Context
